Dataset,Model,Metric,Best Score,Mean Score,Best Params
original,DT,precision,0.9833333333333334,0.9708333333333334,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 4}"
original,DT,accuracy,0.9744736842105264,0.9669736842105263,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 4}"
original,DT,f1-score,0.9373376623376624,0.9206709956709958,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 4}"
original,DT,roc_auc,0.9656666666666667,0.9586666666666666,"{'random_state': 0, 'min_samples_leaf': 2, 'max_depth': 4}"
original,RF,precision,0.93,0.92125,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 12}"
original,RF,accuracy,0.9444736842105262,0.9380263157894738,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 12}"
original,RF,f1-score,0.8701154401154401,0.8512463924963927,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 12}"
original,RF,roc_auc,0.9873333333333333,0.985375,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 12}"
original,XGB,precision,0.9666666666666668,0.9516666666666669,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
original,XGB,accuracy,0.9794736842105264,0.9716447368421054,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
original,XGB,f1-score,0.9532467532467532,0.9326118326118327,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
original,XGB,roc_auc,0.9960000000000001,0.9948333333333335,"{'subsample': 0.7, 'max_depth': 8, 'learning_rate': 0.1}"
original,XGBRF,precision,0.9466666666666669,0.9458333333333334,"{'subsample': 0.7, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
original,XGBRF,accuracy,0.9689473684210528,0.9676973684210528,"{'subsample': 0.7, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
original,XGBRF,f1-score,0.9230880230880232,0.9203607503607505,"{'subsample': 0.7, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
original,XGBRF,roc_auc,0.9960000000000001,0.99475,"{'subsample': 0.7, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
KM_C,DT,precision,0.99375,0.9858981092436975,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 8}"
KM_C,DT,accuracy,0.9933333333333334,0.981747311827957,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 8}"
KM_C,DT,f1-score,0.9933259176863182,0.981400713093914,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 8}"
KM_C,DT,roc_auc,0.9933333333333334,0.9868993055555555,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 8}"
KM_C,RF,precision,0.98125,0.9771139705882352,"{'random_state': 0, 'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}"
KM_C,RF,accuracy,0.9801075268817204,0.9800268817204302,"{'random_state': 0, 'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}"
KM_C,RF,f1-score,0.9801555299539171,0.9800495093754966,"{'random_state': 0, 'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 8}"
KM_C,RF,roc_auc,1.0,0.9996666666666667,"{'random_state': 0, 'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}"
KM_C,XGB,precision,0.9745833333333334,0.9714583333333333,"{'subsample': 0.7, 'max_depth': 8, 'learning_rate': 0.1}"
KM_C,XGB,accuracy,0.9833333333333334,0.979247311827957,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
KM_C,XGB,f1-score,0.9836559139784946,0.9794568038561364,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
KM_C,XGB,roc_auc,0.9968888888888887,0.9949444444444444,"{'subsample': 0.7, 'max_depth': 8, 'learning_rate': 0.1}"
KM_C,XGBRF,precision,0.98125,0.9779166666666668,"{'subsample': 1, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
KM_C,XGBRF,accuracy,0.9866666666666667,0.9850000000000001,"{'subsample': 1, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
KM_C,XGBRF,f1-score,0.9868743047830921,0.9852651093807934,"{'subsample': 1, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
KM_C,XGBRF,roc_auc,0.9973333333333333,0.9964444444444444,"{'subsample': 1, 'random_state': 0, 'n_estimators': 80, 'max_depth': 8}"
KM_NN,DT,precision,0.9875,0.9808184523809523,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 8}"
KM_NN,DT,accuracy,0.9866666666666667,0.979247311827957,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 4}"
KM_NN,DT,f1-score,0.9868743047830921,0.979169050267493,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 4}"
KM_NN,DT,roc_auc,0.9864444444444445,0.9844548611111112,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 4}"
KM_NN,RF,precision,0.975,0.9734375000000001,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 8}"
KM_NN,RF,accuracy,0.9834408602150537,0.9801075268817204,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 12}"
KM_NN,RF,f1-score,0.9836484983314794,0.980071110757985,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 12}"
KM_NN,RF,roc_auc,0.9986666666666666,0.9976736111111111,"{'random_state': 0, 'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 8}"
KM_NN,XGB,precision,0.98125,0.973125,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
KM_NN,XGB,accuracy,0.9867741935483872,0.9801881720430108,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
KM_NN,XGB,f1-score,0.9868743047830921,0.9804282536151279,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
KM_NN,XGB,roc_auc,0.9955555555555555,0.9940277777777778,"{'subsample': 0.7, 'max_depth': 8, 'learning_rate': 0.1}"
KM_NN,XGBRF,precision,0.98125,0.9762500000000001,"{'subsample': 1, 'random_state': 0, 'n_estimators': 80, 'max_depth': 8}"
KM_NN,XGBRF,accuracy,0.9867741935483872,0.9834677419354839,"{'subsample': 1, 'random_state': 0, 'n_estimators': 80, 'max_depth': 8}"
KM_NN,XGBRF,f1-score,0.9868743047830921,0.9836540600667407,"{'subsample': 1, 'random_state': 0, 'n_estimators': 80, 'max_depth': 8}"
KM_NN,XGBRF,roc_auc,0.9964444444444445,0.9957847222222223,"{'subsample': 1, 'random_state': 0, 'n_estimators': 80, 'max_depth': 8}"
KM_COS,DT,precision,0.99375,0.985610119047619,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 8}"
KM_COS,DT,accuracy,0.9933333333333334,0.9800537634408604,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 8}"
KM_COS,DT,f1-score,0.9933259176863182,0.9795108321415329,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 8}"
KM_COS,DT,roc_auc,0.9933333333333334,0.9874583333333333,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 8}"
KM_COS,RF,precision,0.975,0.9708639705882354,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 8}"
KM_COS,RF,accuracy,0.9800000000000001,0.9775,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 8}"
KM_COS,RF,f1-score,0.9799539170506912,0.9776857718894009,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 8}"
KM_COS,RF,roc_auc,0.9995555555555555,0.9993333333333332,"{'random_state': 0, 'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}"
KM_COS,XGB,precision,0.9745833333333334,0.9714583333333333,"{'subsample': 0.7, 'max_depth': 8, 'learning_rate': 0.1}"
KM_COS,XGB,accuracy,0.9833333333333334,0.9800537634408603,"{'subsample': 0.7, 'max_depth': 8, 'learning_rate': 0.1}"
KM_COS,XGB,f1-score,0.9836559139784946,0.9803188728216536,"{'subsample': 0.7, 'max_depth': 8, 'learning_rate': 0.1}"
KM_COS,XGB,roc_auc,0.9982222222222221,0.9958888888888888,"{'subsample': 0.7, 'max_depth': 8, 'learning_rate': 0.1}"
KM_COS,XGBRF,precision,0.9875,0.9794791666666667,"{'subsample': 1, 'random_state': 0, 'n_estimators': 80, 'max_depth': 8}"
KM_COS,XGBRF,accuracy,0.99,0.9858333333333333,"{'subsample': 1, 'random_state': 0, 'n_estimators': 80, 'max_depth': 8}"
KM_COS,XGBRF,f1-score,0.9901001112347052,0.9860715609936965,"{'subsample': 1, 'random_state': 0, 'n_estimators': 80, 'max_depth': 8}"
KM_COS,XGBRF,roc_auc,0.9962222222222221,0.9960555555555555,"{'subsample': 0.7, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
KM_COS_MAHA,DT,precision,0.99375,0.9810022759103643,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 8}"
KM_COS_MAHA,DT,accuracy,0.9933333333333334,0.981747311827957,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 8}"
KM_COS_MAHA,DT,f1-score,0.9933259176863182,0.9817500430372371,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 8}"
KM_COS_MAHA,DT,roc_auc,0.9933333333333334,0.9862291666666667,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 8}"
KM_COS_MAHA,RF,precision,0.975,0.975,"{'random_state': 0, 'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 8}"
KM_COS_MAHA,RF,accuracy,0.9834408602150537,0.9809677419354839,"{'random_state': 0, 'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}"
KM_COS_MAHA,RF,f1-score,0.9836484983314794,0.980994756078182,"{'random_state': 0, 'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}"
KM_COS_MAHA,RF,roc_auc,0.9982222222222223,0.9969444444444445,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 8}"
KM_COS_MAHA,XGB,precision,0.9745833333333334,0.9714583333333333,"{'subsample': 0.7, 'max_depth': 8, 'learning_rate': 0.1}"
KM_COS_MAHA,XGB,accuracy,0.983440860215054,0.9793548387096775,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
KM_COS_MAHA,XGB,f1-score,0.9836559139784946,0.9796236559139786,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
KM_COS_MAHA,XGB,roc_auc,0.9971388888888889,0.9957916666666666,"{'subsample': 0.7, 'max_depth': 8, 'learning_rate': 0.01}"
KM_COS_MAHA,XGBRF,precision,0.9808333333333333,0.9808333333333333,"{'subsample': 0.7, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
KM_COS_MAHA,XGBRF,accuracy,0.986774193548387,0.9859677419354839,"{'subsample': 1, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
KM_COS_MAHA,XGBRF,f1-score,0.9868817204301076,0.9860752688172043,"{'subsample': 1, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
KM_COS_MAHA,XGBRF,roc_auc,0.9977777777777778,0.9972222222222222,"{'subsample': 0.7, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
HDBSCAN_NN,DT,precision,0.99375,0.9841666666666667,"{'random_state': 0, 'min_samples_leaf': 2, 'max_depth': 8}"
HDBSCAN_NN,DT,accuracy,0.99,0.9841666666666667,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 8}"
HDBSCAN_NN,DT,f1-score,0.9901001112347052,0.9841189946501404,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 8}"
HDBSCAN_NN,DT,roc_auc,0.9922222222222222,0.9878888888888889,"{'random_state': 0, 'min_samples_leaf': 2, 'max_depth': 8}"
HDBSCAN_NN,RF,precision,0.98125,0.98125,"{'random_state': 0, 'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 8}"
HDBSCAN_NN,RF,accuracy,0.9801075268817205,0.9776075268817206,"{'random_state': 0, 'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}"
HDBSCAN_NN,RF,f1-score,0.9792114695340501,0.9759208712434518,"{'random_state': 0, 'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 12}"
HDBSCAN_NN,RF,roc_auc,1.0,0.9998888888888888,"{'random_state': 0, 'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 8}"
HDBSCAN_NN,XGB,precision,0.9745833333333334,0.9714583333333333,"{'subsample': 0.7, 'max_depth': 8, 'learning_rate': 0.1}"
HDBSCAN_NN,XGB,accuracy,0.983440860215054,0.9817741935483872,"{'subsample': 0.7, 'max_depth': 8, 'learning_rate': 0.1}"
HDBSCAN_NN,XGB,f1-score,0.9836559139784946,0.9820430107526882,"{'subsample': 0.7, 'max_depth': 8, 'learning_rate': 0.1}"
HDBSCAN_NN,XGB,roc_auc,0.998,0.9951111111111111,"{'subsample': 0.7, 'max_depth': 8, 'learning_rate': 0.01}"
HDBSCAN_NN,XGBRF,precision,0.9875,0.9810416666666666,"{'subsample': 0.7, 'random_state': 0, 'n_estimators': 80, 'max_depth': 8}"
HDBSCAN_NN,XGBRF,accuracy,0.9901075268817203,0.9867741935483871,"{'subsample': 0.7, 'random_state': 0, 'n_estimators': 80, 'max_depth': 8}"
HDBSCAN_NN,XGBRF,f1-score,0.9901001112347052,0.9868780126065999,"{'subsample': 0.7, 'random_state': 0, 'n_estimators': 80, 'max_depth': 8}"
HDBSCAN_NN,XGBRF,roc_auc,0.9955555555555555,0.9949999999999999,"{'subsample': 1, 'random_state': 0, 'n_estimators': 80, 'max_depth': 8}"
HDBSCAN_COS,DT,precision,0.99375,0.9857291666666667,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 8}"
HDBSCAN_COS,DT,accuracy,0.9933333333333334,0.9858333333333333,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 8}"
HDBSCAN_COS,DT,f1-score,0.9933259176863182,0.9857875152285608,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 8}"
HDBSCAN_COS,DT,roc_auc,0.9933333333333334,0.9888333333333333,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 8}"
HDBSCAN_COS,RF,precision,0.975,0.9734375000000001,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 8}"
HDBSCAN_COS,RF,accuracy,0.9833333333333334,0.9825,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 8}"
HDBSCAN_COS,RF,f1-score,0.9836484983314794,0.9828420467185761,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 8}"
HDBSCAN_COS,RF,roc_auc,0.9995555555555555,0.9995555555555555,"{'random_state': 0, 'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 8}"
HDBSCAN_COS,XGB,precision,0.98125,0.973125,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
HDBSCAN_COS,XGB,accuracy,0.9866666666666667,0.9825000000000002,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
HDBSCAN_COS,XGB,f1-score,0.9868743047830921,0.9828476084538376,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
HDBSCAN_COS,XGB,roc_auc,0.9946666666666666,0.9941111111111112,"{'subsample': 0.7, 'max_depth': 8, 'learning_rate': 0.1}"
HDBSCAN_COS,XGBRF,precision,0.98125,0.9762500000000001,"{'subsample': 1, 'random_state': 0, 'n_estimators': 80, 'max_depth': 8}"
HDBSCAN_COS,XGBRF,accuracy,0.9866666666666667,0.9841666666666667,"{'subsample': 1, 'random_state': 0, 'n_estimators': 80, 'max_depth': 8}"
HDBSCAN_COS,XGBRF,f1-score,0.9868743047830921,0.9844605116796441,"{'subsample': 1, 'random_state': 0, 'n_estimators': 80, 'max_depth': 8}"
HDBSCAN_COS,XGBRF,roc_auc,0.9959999999999999,0.9948888888888887,"{'subsample': 0.7, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
KM_SCAN_NN,DT,precision,0.99375,0.9858333333333333,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 8}"
KM_SCAN_NN,DT,accuracy,0.99,0.9866666666666668,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 8}"
KM_SCAN_NN,DT,f1-score,0.98963133640553,0.9865245775729647,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 8}"
KM_SCAN_NN,DT,roc_auc,0.9928888888888888,0.9872777777777778,"{'random_state': 0, 'min_samples_leaf': 2, 'max_depth': 8}"
KM_SCAN_NN,RF,precision,0.98125,0.98125,"{'random_state': 0, 'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 8}"
KM_SCAN_NN,RF,accuracy,0.9866666666666667,0.9858333333333335,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 8}"
KM_SCAN_NN,RF,f1-score,0.9868743047830921,0.9859506594628951,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 8}"
KM_SCAN_NN,RF,roc_auc,0.999111111111111,0.9988888888888888,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 8}"
KM_SCAN_NN,XGB,precision,0.98125,0.973125,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
KM_SCAN_NN,XGB,accuracy,0.9866666666666667,0.9825000000000002,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
KM_SCAN_NN,XGB,f1-score,0.9868743047830921,0.9828476084538376,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
KM_SCAN_NN,XGB,roc_auc,0.9959999999999999,0.9951111111111111,"{'subsample': 0.7, 'max_depth': 8, 'learning_rate': 0.1}"
KM_SCAN_NN,XGBRF,precision,0.98125,0.9779166666666668,"{'subsample': 1, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
KM_SCAN_NN,XGBRF,accuracy,0.9866666666666667,0.9850000000000001,"{'subsample': 1, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
KM_SCAN_NN,XGBRF,f1-score,0.9868743047830921,0.9852651093807934,"{'subsample': 1, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
KM_SCAN_NN,XGBRF,roc_auc,0.9959999999999999,0.9954444444444445,"{'subsample': 1, 'random_state': 0, 'n_estimators': 80, 'max_depth': 8}"
KM_SCAN_COS,DT,precision,0.9870833333333333,0.9819345238095238,"{'random_state': 0, 'min_samples_leaf': 2, 'max_depth': 8}"
KM_SCAN_COS,DT,accuracy,0.9833333333333334,0.9791666666666667,"{'random_state': 0, 'min_samples_leaf': 2, 'max_depth': 8}"
KM_SCAN_COS,DT,f1-score,0.9829646697388632,0.9787121934424492,"{'random_state': 0, 'min_samples_leaf': 2, 'max_depth': 8}"
KM_SCAN_COS,DT,roc_auc,0.9924444444444444,0.9828888888888888,"{'random_state': 0, 'min_samples_leaf': 2, 'max_depth': 8}"
KM_SCAN_COS,RF,precision,0.98125,0.9739889705882354,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 8}"
KM_SCAN_COS,RF,accuracy,0.9833333333333334,0.9792204301075269,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 8}"
KM_SCAN_COS,RF,f1-score,0.9831797235023041,0.9792776054281894,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 8}"
KM_SCAN_COS,RF,roc_auc,1.0,0.9997777777777777,"{'random_state': 0, 'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 8}"
KM_SCAN_COS,XGB,precision,0.9745833333333334,0.9714583333333333,"{'subsample': 0.7, 'max_depth': 8, 'learning_rate': 0.1}"
KM_SCAN_COS,XGB,accuracy,0.9833333333333334,0.9816666666666667,"{'subsample': 0.7, 'max_depth': 8, 'learning_rate': 0.1}"
KM_SCAN_COS,XGB,f1-score,0.9836559139784946,0.9820430107526882,"{'subsample': 0.7, 'max_depth': 8, 'learning_rate': 0.1}"
KM_SCAN_COS,XGB,roc_auc,0.9955555555555555,0.9937777777777779,"{'subsample': 1, 'max_depth': 8, 'learning_rate': 0.1}"
KM_SCAN_COS,XGBRF,precision,0.98125,0.9762500000000001,"{'subsample': 1, 'random_state': 0, 'n_estimators': 80, 'max_depth': 8}"
KM_SCAN_COS,XGBRF,accuracy,0.9866666666666667,0.9841666666666667,"{'subsample': 1, 'random_state': 0, 'n_estimators': 80, 'max_depth': 8}"
KM_SCAN_COS,XGBRF,f1-score,0.9868743047830921,0.9844605116796441,"{'subsample': 1, 'random_state': 0, 'n_estimators': 80, 'max_depth': 8}"
KM_SCAN_COS,XGBRF,roc_auc,0.9959999999999999,0.995,"{'subsample': 1, 'random_state': 0, 'n_estimators': 80, 'max_depth': 8}"
KM_SCAN_COS_MAHA,DT,precision,0.9875,0.97765406162465,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 8}"
KM_SCAN_COS_MAHA,DT,accuracy,0.9833333333333334,0.9775,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 8}"
KM_SCAN_COS_MAHA,DT,f1-score,0.9829572540918481,0.9773225045023571,"{'random_state': 0, 'min_samples_leaf': 1, 'max_depth': 8}"
KM_SCAN_COS_MAHA,DT,roc_auc,0.989111111111111,0.9820555555555555,"{'random_state': 0, 'min_samples_leaf': 2, 'max_depth': 8}"
KM_SCAN_COS_MAHA,RF,precision,0.9741071428571428,0.970248599439776,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 12}"
KM_SCAN_COS_MAHA,RF,accuracy,0.9766666666666668,0.9725000000000001,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 8}"
KM_SCAN_COS_MAHA,RF,f1-score,0.9769297235023041,0.972151056288292,"{'random_state': 0, 'n_estimators': 80, 'min_samples_leaf': 1, 'max_depth': 8}"
KM_SCAN_COS_MAHA,RF,roc_auc,0.9986666666666666,0.998,"{'random_state': 0, 'n_estimators': 40, 'min_samples_leaf': 1, 'max_depth': 8}"
KM_SCAN_COS_MAHA,XGB,precision,0.9745833333333334,0.9714583333333333,"{'subsample': 0.7, 'max_depth': 8, 'learning_rate': 0.1}"
KM_SCAN_COS_MAHA,XGB,accuracy,0.9833333333333334,0.9816666666666667,"{'subsample': 0.7, 'max_depth': 8, 'learning_rate': 0.1}"
KM_SCAN_COS_MAHA,XGB,f1-score,0.9836559139784946,0.9820430107526882,"{'subsample': 0.7, 'max_depth': 8, 'learning_rate': 0.1}"
KM_SCAN_COS_MAHA,XGB,roc_auc,0.9962222222222221,0.9943333333333332,"{'subsample': 0.7, 'max_depth': 8, 'learning_rate': 0.01}"
KM_SCAN_COS_MAHA,XGBRF,precision,0.98125,0.9779166666666668,"{'subsample': 1, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
KM_SCAN_COS_MAHA,XGBRF,accuracy,0.9866666666666667,0.9850000000000001,"{'subsample': 1, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
KM_SCAN_COS_MAHA,XGBRF,f1-score,0.9868743047830921,0.9852651093807934,"{'subsample': 1, 'random_state': 0, 'n_estimators': 40, 'max_depth': 8}"
KM_SCAN_COS_MAHA,XGBRF,roc_auc,0.9973333333333333,0.9965555555555555,"{'subsample': 0.7, 'random_state': 0, 'n_estimators': 80, 'max_depth': 8}"
